feature,feature_display,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_kind,source_path,group_key,class_group,layer,mean,ci_low,ci_high,se,n_tokens,class_members,n_class_members,ci_method,aggregation
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,low,Low Valency (0-1 dependents),10,497.15722482821434,493.14742861639024,501.16702104003843,2.0458143937878157,2833,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,low,Low Valency (0-1 dependents),11,496.4853315365748,492.491126808992,500.47953626415756,2.037859554889176,2833,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,low,Low Valency (0-1 dependents),12,123.0834124924198,112.25035573628699,133.9164692485526,5.5270697735371455,2833,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),0,519.4981598679834,516.4457295080067,522.5505902279601,1.5573624285595449,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),1,481.95039076040587,480.0298515430167,483.870929977795,0.9798669476475296,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),2,493.10889583569895,491.2477389560824,494.9700527153155,0.9495698365390587,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),3,537.2735776939002,535.7445831545884,538.8025722332119,0.7800992547508953,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),4,570.6078535168735,569.3695887001716,571.8461183335755,0.6317677636234796,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),5,586.7288653545698,585.749618634871,587.7081120742687,0.4996156733157594,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),6,594.4665294929738,593.4629425290069,595.4701164569407,0.5120341652892512,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),7,603.3458505518415,602.3490775789198,604.3426235247632,0.5085576392457624,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),8,613.3519172381717,612.3473692236473,614.3564652526961,0.5125244972063484,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),9,619.7918278715882,618.9478458936325,620.635809849544,0.430603049977433,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),10,623.7272169736914,622.822628449291,624.6318054980918,0.46152475734715454,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),11,622.4772680721692,621.6022729102366,623.3522632341018,0.4464261030268037,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,mid,Mid Valency (2-4 dependents),12,153.396314108244,146.33482225208246,160.45780596440557,3.602801967429369,15265,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_valency_groups
